url_length,num_subdomains,has_https,num_hyphens,num_special_chars,has_suspicious_keyword,num_external_links,num_scripts,label
85,2,1,1,0,0,2,3,1
89,2,1,0,0,0,2,3,1
89,2,1,0,0,0,0,0,1
84,1,1,3,0,0,4,36,1
483,2,0,0,15,1,6,22,1
18,0,1,0,0,0,0,0,1
19,0,1,0,0,0,0,0,1
46,0,0,1,0,0,0,0,1
70,1,1,1,0,0,2,3,1
49,1,1,1,0,0,5,15,1
154,1,1,1,0,0,6,19,1
22,1,1,0,0,0,21,32,1
45,0,1,0,0,0,0,0,1
84,1,1,1,0,0,4,36,1
485,2,0,6,16,1,6,21,1
36,0,1,0,0,0,0,7,1
3019,2,1,16,170,1,3,5,1
26,0,1,0,0,0,4,0,1
28,0,1,0,0,0,53,36,1
384,1,1,1,11,1,6,22,1
30,1,1,0,0,0,0,0,1
93,0,1,1,0,0,0,4,1
58,0,1,1,0,0,0,0,1
43,1,1,2,0,0,3,0,1
178,1,1,3,0,0,6,19,1
85,2,1,1,0,0,2,3,1
186,1,1,3,0,0,6,19,1
18,0,1,0,0,0,0,0,1
186,1,1,2,0,0,6,19,1
28,1,1,0,0,0,1,4,1
186,1,1,1,0,0,6,19,1
100,0,1,0,0,1,2,9,1
86,1,1,9,0,0,52,22,1
44,1,1,1,0,0,1,0,1
80,0,1,0,0,0,8,0,1
47,2,1,2,0,0,2,3,1
178,1,1,1,0,0,6,19,1
85,2,1,1,0,0,2,3,1
80,0,1,0,0,0,8,0,1
70,2,1,0,1,0,0,2,1
178,1,1,3,0,0,6,19,1
52,1,1,3,0,0,3,0,1
97,2,1,0,0,0,2,11,1
96,2,1,0,0,0,0,3,1
39,1,1,2,0,0,4,3,1
18,0,1,0,0,0,0,4,1
39,1,1,0,0,0,3,0,1
44,1,1,2,0,0,0,3,1
65,1,1,1,0,0,1,7,1
38,1,1,1,0,0,21,15,1
34,1,1,1,0,0,0,0,1
85,2,1,1,0,0,1,4,1
419,2,0,3,12,1,6,21,1
52,2,1,3,0,0,0,3,1
381,1,1,2,13,1,6,21,1
98,0,1,1,0,0,2,0,1
48,2,1,2,0,0,2,3,1
372,1,1,1,13,1,6,21,1
175,1,1,2,0,0,2,0,1
85,2,1,1,0,0,2,11,1
48,1,1,0,0,0,3,0,1
47,1,1,0,0,0,3,0,1
87,0,0,5,0,0,0,0,1
233,1,1,0,8,0,0,0,1
45,2,1,1,0,0,2,3,1
46,2,1,2,0,0,2,3,1
83,2,1,0,0,0,3,10,1
89,2,1,0,0,0,2,3,1
28,0,1,0,0,0,9,5,1
42,1,1,1,0,0,3,0,1
89,2,1,0,0,0,0,0,1
44,0,1,1,0,0,0,0,1
84,1,1,0,0,0,4,36,1
80,0,1,0,0,0,6,1,1
51,0,1,0,0,0,25,26,1
61,1,1,1,0,0,2,3,1
186,1,1,4,0,0,6,19,1
374,1,1,2,13,1,6,22,1
360,1,1,3,13,1,6,22,1
49,1,1,4,0,0,2,0,1
47,1,1,0,0,0,3,0,1
28,1,1,1,0,0,2,3,1
43,1,1,2,0,0,31,63,1
83,2,1,0,0,0,1,6,1
85,2,1,1,0,0,2,0,1
410,1,1,0,13,1,6,22,1
47,2,1,1,0,0,2,3,1
72,1,1,1,0,0,1,0,1
119,1,1,2,0,0,28,45,1
89,2,1,0,0,0,2,3,1
88,0,0,6,0,0,0,0,1
109,0,1,1,0,0,2,7,1
178,1,1,1,0,0,6,19,1
108,2,1,1,6,0,2,3,1
33,1,1,1,0,0,20,15,1
47,2,1,2,0,0,2,3,1
39,1,1,5,0,0,3,0,1
56,1,1,1,0,0,2,3,1
24,1,1,0,0,0,2,3,1
89,2,1,0,0,0,0,0,1
55,2,1,1,0,0,0,0,1
962,2,1,18,1,0,0,0,1
163,0,1,1,0,0,2,4,1
221,10,0,7,0,1,1,5,1
33,1,1,2,0,0,21,17,1
43,1,1,1,0,0,0,0,1
27,1,1,0,0,0,0,5,1
98,2,1,1,0,0,4,3,1
84,1,1,2,0,0,4,36,1
85,2,1,1,0,0,2,3,1
84,0,1,0,0,1,21,1,1
85,2,1,1,0,0,1,3,1
20,0,1,0,0,0,1,0,1
178,1,1,1,0,0,6,19,1
50,1,1,2,0,0,18,48,1
392,2,0,1,14,1,6,21,1
178,1,1,3,0,0,6,19,1
36,1,1,0,0,0,3,0,1
76,2,0,4,0,0,1,4,1
30,1,1,0,0,0,0,1,1
40,1,1,2,0,0,3,0,1
39,1,1,0,0,0,3,0,1
89,2,1,0,0,0,0,0,1
25,1,1,0,0,0,0,5,1
39,1,1,1,0,0,2,3,1
375,1,1,2,11,1,6,21,1
84,1,1,2,0,0,4,36,1
80,0,1,0,0,0,1,5,1
51,0,1,0,0,0,25,27,1
85,2,1,1,0,0,2,3,1
26,0,1,0,0,0,18,22,1
39,1,1,0,0,0,3,0,1
67,1,1,1,0,0,2,8,1
36,0,1,1,0,1,0,0,1
224,1,1,4,5,0,9,3,1
43,0,1,1,0,0,0,0,1
59,1,1,2,0,0,2,0,1
87,0,0,5,0,0,0,0,1
19,0,1,0,0,0,1,4,1
85,2,1,1,0,0,2,3,1
83,2,1,0,0,0,1,5,1
32,1,1,1,0,0,2,0,1
39,1,1,0,0,0,3,0,1
35,1,1,0,0,0,19,56,1
95,0,1,1,6,0,2,3,1
404,1,1,3,11,1,6,21,1
144,2,1,0,0,1,0,1,1
106,0,1,2,0,0,0,2,1
49,2,1,0,0,0,3,9,1
26,1,1,0,0,0,2,3,1
83,2,1,0,0,0,1,7,1
62,1,1,1,0,0,1,7,1
41,1,1,0,0,0,1,2,1
93,0,0,5,0,0,0,0,1
147,2,1,0,10,0,0,2,1
186,1,1,2,0,0,6,19,1
391,1,1,3,13,1,6,21,1
74,1,1,2,0,0,2,3,1
283,2,0,1,6,1,6,21,1
51,2,1,1,0,0,32,3,1
56,2,1,2,0,1,0,4,1
89,2,1,0,0,0,0,0,1
102,2,1,0,0,0,2,3,1
381,1,1,4,13,1,6,22,1
55,2,1,0,0,1,0,0,1
58,1,1,1,0,0,2,2,1
62,1,1,1,0,0,0,2,1
80,0,1,0,0,0,8,0,1
89,2,1,0,0,0,0,0,1
482,2,0,6,15,1,6,21,1
56,2,1,2,0,0,2,3,1
37,1,1,0,0,0,2,0,1
121,1,1,0,0,0,172,1,1
21,0,1,0,0,0,0,0,1
85,2,1,1,0,0,1,5,1
22,0,1,0,0,0,0,1,1
61,1,1,1,0,0,0,3,1
178,1,1,4,0,0,6,19,1
31,1,1,1,0,0,2,3,1
36,0,1,0,0,0,0,0,1
39,1,1,0,0,0,3,0,1
26,0,0,0,0,0,0,0,1
40,2,1,0,0,0,2,3,1
84,1,1,1,0,0,4,36,1
178,1,1,1,0,0,6,19,1
75,1,1,3,0,0,43,14,1
61,2,1,2,0,0,1,3,1
62,1,1,1,0,0,4,3,1
66,1,1,0,0,0,4,14,1
32,1,1,0,0,0,1,0,1
51,1,0,1,0,0,0,0,1
393,2,0,3,14,1,6,21,1
175,1,1,1,0,0,2,0,1
33,1,1,0,0,0,14,11,1
20,0,0,0,0,0,7,11,1
65,0,1,4,0,1,65,16,1
3019,2,1,16,170,1,3,5,1
95,2,1,4,1,0,5,15,1
53,1,1,6,0,1,3,0,1
84,1,1,0,0,0,4,36,1
330,1,1,2,0,0,2,7,1
84,1,1,2,0,0,4,36,1
28,1,1,0,0,0,3,0,1
71,1,1,3,0,0,2,3,1
86,1,1,0,0,0,102,4,1
47,1,1,0,0,0,3,0,1
345,2,1,1,0,0,2,8,1
186,1,1,2,0,0,6,19,1
49,0,1,0,0,0,49,4,1
61,1,1,1,0,0,4,3,1
89,2,1,0,0,0,2,3,1
361,1,1,1,11,1,6,22,1
26,0,1,0,2,0,0,4,1
60,1,1,1,0,0,2,7,1
32,1,1,3,0,0,3,0,1
39,1,1,0,0,0,15,7,1
186,1,1,3,0,0,6,19,1
156,2,1,1,0,0,2,4,1
88,1,1,1,0,1,3,3,1
26,1,1,1,0,0,2,3,1
27,1,1,0,0,0,161,47,1
178,1,1,1,0,0,6,19,1
84,1,1,1,0,0,4,36,1
85,2,1,1,0,0,1,5,1
387,1,1,2,11,1,6,21,1
23,1,1,0,0,0,1,11,1
101,1,1,2,0,0,0,0,1
104,0,1,1,0,0,2,16,1
17,0,1,0,0,0,39,23,1
367,1,1,2,13,1,6,21,1
70,1,1,3,0,0,0,0,1
3019,2,1,16,170,1,3,5,1
80,1,0,4,0,0,10,0,1
186,1,1,2,0,0,6,19,1
45,1,0,0,0,0,0,0,1
201,1,1,3,0,0,6,19,1
48,1,1,0,0,0,3,0,1
122,1,1,0,0,0,1,13,1
186,1,1,3,0,0,6,19,1
186,1,1,1,0,0,6,19,1
36,1,1,4,0,0,6,3,1
43,1,1,1,0,0,3,0,1
380,1,1,1,13,1,6,22,1
201,1,1,1,0,0,6,19,1
43,2,1,1,0,0,0,6,1
30,0,1,0,0,0,0,3,1
236,1,0,6,0,0,1,4,1
109,2,1,0,0,0,2,3,1
87,1,1,2,0,0,53,11,1
84,1,1,0,0,0,4,36,1
28,0,1,0,0,0,0,3,1
35,1,1,1,0,0,1,4,1
34,1,1,0,0,0,3,0,1
410,1,1,1,0,0,0,9,1
178,1,1,2,0,0,7,19,1
89,2,1,0,0,0,2,3,1
27,0,1,1,0,0,0,0,1
39,1,1,0,0,0,0,2,1
34,0,1,0,0,0,0,0,1
283,2,0,2,6,1,6,21,1
184,1,1,3,0,0,6,19,1
84,1,1,2,0,0,4,36,1
47,1,1,1,0,0,353,95,1
39,1,1,1,0,0,18,56,1
64,1,1,1,0,0,2,3,1
158,0,1,2,5,1,0,4,1
49,1,1,0,0,0,2,1,1
85,2,1,1,0,0,1,5,1
186,1,1,3,0,0,6,19,1
38,1,1,2,0,0,24,58,1
93,0,1,1,0,0,1,1,1
85,2,1,1,0,0,1,4,1
77,1,1,1,0,0,1,4,1
186,1,1,5,0,0,6,19,1
376,1,1,1,13,1,6,22,1
84,1,1,0,0,0,4,36,1
84,1,1,1,0,0,4,36,1
29,1,1,0,0,0,0,14,1
85,2,1,1,0,0,2,3,1
38,0,1,1,0,0,2,5,1
89,2,1,0,0,0,0,0,1
29,1,1,0,0,0,0,0,1
383,1,1,1,13,1,6,21,1
84,1,1,1,0,0,4,36,1
70,0,1,0,0,0,0,0,1
186,1,1,2,0,0,10,19,1
93,0,0,5,0,0,0,0,1
186,1,1,2,0,0,6,19,1
81,1,0,0,0,0,0,2,1
28,0,1,1,0,0,10,27,1
60,1,1,1,0,0,4,4,1
24,0,1,1,0,0,7,2,1
186,1,1,2,0,0,6,19,1
391,2,0,0,14,1,6,21,1
29,1,1,0,0,0,0,1,1
93,0,0,5,0,0,0,0,1
92,0,1,1,0,0,1,7,1
23,1,1,0,0,0,2,3,1
401,1,1,3,11,1,6,21,1
51,2,1,0,0,0,3,5,1
25,1,1,1,0,0,0,4,1
95,2,1,2,0,0,7,1,1
186,1,1,1,0,0,8,19,1
465,1,1,2,13,1,6,22,1
92,0,1,1,0,0,1,6,1
47,1,1,5,0,0,3,0,1
66,1,1,1,0,0,2,3,1
85,2,1,1,0,0,1,8,1
28,1,0,0,0,0,1,3,1
84,1,1,2,0,0,4,36,1
186,1,1,1,0,0,6,19,1
47,0,1,1,0,0,0,0,1
79,1,0,4,0,0,1,4,1
47,1,1,0,0,0,3,0,1
53,1,1,2,0,0,2,0,1
107,0,1,1,3,0,0,2,1
68,1,1,0,0,0,13,67,1
370,1,1,4,13,1,6,21,1
83,2,1,0,0,0,2,8,1
36,1,1,0,0,0,3,41,1
85,2,1,1,0,0,2,0,1
19,0,1,0,0,0,0,0,1
35,1,1,0,0,0,1,4,1
51,2,1,0,0,0,3,5,1
187,0,1,0,0,0,0,16,1
90,2,1,0,0,0,0,0,1
106,2,1,2,0,0,2,3,1
85,2,1,1,0,0,5,12,1
62,1,1,1,0,0,1,7,1
31,1,1,1,0,0,2,3,1
92,0,1,1,0,0,1,7,1
106,2,1,2,0,0,2,3,1
186,1,1,3,0,0,6,19,1
93,2,1,0,0,1,0,0,1
75,1,1,3,0,0,0,0,1
67,1,1,0,0,0,0,3,1
61,0,1,2,0,0,25,36,1
105,2,1,0,0,0,2,3,1
56,1,0,4,0,0,2,3,1
280,1,0,1,9,1,1,5,1
101,0,0,6,0,0,0,0,1
37,1,1,0,0,0,0,1,1
84,1,1,1,0,0,4,36,1
35,1,1,0,0,0,0,15,1
81,0,1,0,0,0,9,7,1
75,1,1,3,0,0,2,16,1
201,1,1,4,0,0,6,19,1
123,0,1,1,2,0,1,4,1
85,2,1,1,0,0,2,3,1
399,1,1,5,13,1,6,21,1
178,1,1,1,0,0,8,19,1
49,1,1,3,0,0,2,3,1
186,1,1,2,0,0,6,19,1
178,1,1,1,0,0,6,19,1
481,2,0,1,15,1,6,22,1
483,2,0,3,15,1,6,22,1
100,0,1,1,0,0,1,5,1
85,2,1,1,0,0,4,10,1
18,0,1,0,0,0,19,41,1
38,1,1,1,0,0,22,15,1
186,1,1,2,0,0,6,19,1
369,1,1,1,13,1,6,21,1
103,2,1,0,0,0,2,3,1
85,2,1,1,0,0,0,4,1
39,0,1,0,0,0,221,57,1
92,0,1,1,0,0,1,6,1
186,1,1,2,0,0,6,19,1
201,1,1,3,0,0,6,19,1
24,0,1,0,0,0,2,3,1
358,1,1,0,11,1,6,21,1
63,1,1,1,0,0,2,0,1
345,2,1,1,0,0,53,8,1
201,1,1,3,0,0,6,19,1
65,1,1,1,0,0,1,6,1
23,0,1,0,0,0,11,25,1
93,0,1,1,0,0,14,3,1
373,1,1,1,13,1,6,21,1
69,1,1,5,0,0,2,3,1
48,1,1,1,0,0,3,0,1
51,2,1,2,0,0,2,3,1
89,2,1,0,0,0,2,3,1
3019,2,1,16,170,1,3,5,1
35,1,1,1,0,0,126,28,1
28,2,1,0,0,0,0,0,1
65,1,1,1,0,1,0,0,1
24,1,1,0,0,0,2,3,1
65,1,1,2,0,0,0,0,1
49,0,1,0,0,0,49,4,1
222,1,1,5,0,0,6,19,1
49,2,1,2,0,0,1,13,1
42,1,1,3,0,0,40,13,1
29,1,1,1,0,0,2,3,1
36,1,1,2,0,0,0,7,1
545,2,1,1,14,1,0,0,1
201,1,1,1,0,0,6,19,1
25,0,1,0,0,0,0,3,1
185,1,1,2,0,0,6,19,1
39,1,1,1,0,0,2,3,1
34,1,1,0,0,0,0,3,1
85,2,1,1,0,0,2,3,1
70,1,1,1,0,0,1,5,1
26,0,0,0,0,0,0,0,1
184,1,1,4,0,0,8,19,1
102,2,1,1,0,0,0,1,1
51,0,1,0,0,0,24,21,1
19,0,1,0,0,0,0,0,1
41,1,1,1,0,0,2,8,1
65,1,1,1,0,0,2,3,1
301,2,1,0,0,0,2,5,1
42,2,1,0,0,0,2,3,1
55,2,1,1,0,0,0,0,1
85,2,1,1,0,0,1,3,1
28,1,1,0,0,0,14,2,1
85,2,1,1,0,0,0,4,1
178,1,1,1,0,0,6,19,1
538,1,1,7,17,1,6,22,1
44,1,1,0,0,0,1,0,1
62,1,1,1,0,0,2,45,1
85,2,1,1,0,0,0,2,1
36,0,1,0,0,0,12,7,1
41,0,1,0,0,0,0,0,1
34,1,1,1,0,0,1,0,1
85,2,1,1,0,0,4,4,1
31,1,1,0,0,0,0,0,1
87,1,1,0,4,1,58,37,1
20,0,0,1,0,0,0,0,1
85,2,1,1,0,0,1,4,1
186,1,1,2,0,0,6,19,1
92,0,1,1,0,0,1,5,1
186,1,1,2,0,0,6,19,1
92,0,1,1,0,0,1,5,1
186,1,1,1,0,0,6,19,1
66,1,1,6,0,0,24,71,1
69,1,1,0,0,0,2,1,1
95,2,1,1,0,0,7,4,1
186,1,1,2,0,0,6,19,1
49,1,1,0,0,0,3,0,1
39,1,1,0,0,0,3,0,1
42,1,1,3,0,0,1,0,1
51,1,1,0,0,0,2,2,1
186,1,1,1,0,0,8,19,1
114,0,1,4,0,0,6,1,1
185,1,1,3,0,0,6,19,1
132,1,1,1,0,0,5,10,1
201,1,1,2,0,0,6,19,1
30,1,1,0,0,0,0,0,1
53,1,1,0,0,0,2,3,1
354,1,1,2,11,1,6,21,1
202,1,1,4,0,0,6,19,1
138,0,1,0,0,0,2,4,1
417,2,0,2,11,1,6,21,1
85,2,1,1,0,0,2,3,1
85,2,1,1,0,0,2,12,1
201,1,1,1,0,0,6,19,1
31,0,0,1,0,0,5,10,1
85,2,1,1,0,0,1,1,1
397,1,1,1,13,1,6,21,1
31,1,1,0,0,0,0,3,1
53,2,1,2,0,0,2,3,1
62,1,1,1,0,0,0,2,1
99,2,1,2,0,0,1,6,1
24,1,1,0,0,0,0,5,1
36,2,0,0,0,0,2,3,1
186,1,1,2,0,0,6,19,1
85,2,1,1,0,0,3,10,1
41,1,1,1,0,0,23,14,1
186,1,1,2,0,0,6,19,1
47,1,1,0,0,0,2,1,1
49,1,1,0,0,0,0,1,1
45,1,1,3,0,0,1,0,1
29,1,0,1,0,0,1,8,1
85,2,1,1,0,0,2,11,1
35,1,1,1,0,0,1,0,1
22,1,1,0,0,0,0,5,1
70,1,1,1,1,0,2,3,1
86,1,1,0,0,0,1,0,1
47,1,1,2,0,0,1,0,1
113,2,1,0,0,0,2,3,1
85,2,1,1,0,0,4,1,1
43,1,0,1,0,0,2,0,1
85,2,1,1,0,0,1,5,1
186,1,1,2,0,0,6,19,1
61,1,1,1,0,0,4,4,1
264,1,1,6,5,0,9,31,1
515,1,1,5,17,1,6,22,1
50,1,1,1,0,0,21,60,1
186,1,1,1,0,0,6,19,1
522,2,1,0,1,0,0,0,1
85,2,1,1,0,0,2,3,1
46,1,1,4,0,1,3,0,1
34,1,1,0,0,0,3,3,1
131,1,1,2,0,0,2,4,1
258,2,1,6,1,0,0,1,1
411,1,1,4,13,1,6,21,1
184,1,1,5,0,0,6,19,1
388,1,1,1,13,1,6,21,1
33,1,1,0,0,0,2,3,1
201,1,1,1,0,0,6,19,1
95,2,1,1,0,0,2,3,1
404,1,1,2,13,1,6,21,1
89,2,1,0,0,0,2,3,1
33,0,1,2,0,0,0,3,1
186,1,1,2,0,0,6,19,1
84,1,1,0,0,0,4,36,1
63,1,1,1,0,0,2,12,1
178,1,1,2,0,0,6,19,1
41,2,1,0,0,0,4,14,1
92,0,1,1,0,0,1,3,1
62,1,1,1,0,0,0,2,1
357,1,1,3,13,1,6,22,1
92,0,1,1,0,0,1,5,1
97,0,0,6,0,0,0,0,1
186,1,1,3,0,0,8,19,1
366,1,1,3,13,1,6,21,1
62,1,1,1,0,0,1,7,1
52,1,1,0,0,0,0,0,1
113,2,1,1,0,0,0,1,1
62,1,1,1,0,0,1,6,1
97,2,1,1,0,0,2,3,1
178,1,1,2,0,0,6,19,1
55,2,1,1,0,0,0,0,1
53,1,1,1,0,0,67,51,1
32,1,1,1,0,0,20,15,1
48,1,1,2,0,1,2,0,1
45,2,1,2,0,0,2,3,1
186,1,1,1,0,0,6,19,1
47,1,1,3,0,0,1,0,1
46,1,1,0,0,0,0,0,1
48,1,1,2,0,1,13,37,1
39,1,1,0,0,0,3,0,1
42,1,1,0,0,0,5,12,1
488,1,1,1,13,1,6,21,1
156,2,1,1,0,0,2,4,1
85,2,1,1,0,0,6,13,1
85,2,1,1,0,0,0,11,1
29,0,1,0,0,0,0,0,1
97,2,1,0,0,0,2,11,1
400,1,1,4,13,1,6,22,1
63,1,1,0,0,0,0,3,1
411,1,1,2,3,0,1,29,1
40,1,1,2,0,0,1,1,1
80,1,0,4,0,0,1,4,1
186,1,1,1,0,0,6,19,1
53,0,1,0,0,0,25,37,1
37,1,1,2,0,0,3,3,1
178,1,1,4,0,0,6,19,1
48,1,1,0,0,0,3,0,1
27,1,1,0,0,0,18,7,1
163,0,1,1,0,0,2,4,1
178,1,1,2,0,0,6,19,1
24,0,1,0,0,0,2,27,1
54,1,1,2,0,0,1,3,1
84,1,1,0,0,0,4,36,1
31,1,1,1,0,0,2,3,1
92,0,1,1,0,0,1,7,1
168,2,1,0,0,0,2,4,1
40,1,1,1,0,0,3,3,1
26,1,1,0,0,0,1,2,1
92,0,1,1,0,0,1,5,1
34,1,1,0,0,0,0,1,1
85,2,1,1,0,0,1,5,1
53,2,1,0,0,0,0,2,1
49,0,1,0,0,0,49,4,1
85,2,1,1,0,0,7,11,1
85,2,1,1,0,0,2,3,1
37,1,1,0,0,0,1,3,1
180,0,1,1,0,0,2,4,1
374,1,1,4,13,1,6,21,1
63,1,1,1,0,0,1,7,1
47,1,1,3,0,1,2,0,1
82,2,1,0,0,0,2,1,1
26,0,1,0,0,0,22,19,1
49,0,1,0,0,1,0,0,1
84,1,1,1,0,0,4,36,1
92,0,1,1,0,0,0,3,1
38,1,1,2,0,0,19,57,1
178,1,1,3,0,0,6,19,1
85,2,1,1,0,0,1,5,1
32,1,1,1,0,0,2,3,1
69,1,1,1,2,0,3,8,1
37,2,0,1,0,0,0,8,1
41,2,1,0,0,0,0,0,1
29,1,1,0,0,0,1,29,1
26,2,1,0,0,0,23,14,1
39,3,1,0,0,0,2,3,1
93,0,0,5,0,0,0,0,1
85,2,1,1,0,0,1,2,1
450,1,1,2,15,1,6,21,1
38,1,1,0,0,0,6,5,1
85,2,1,1,0,0,1,5,1
91,0,1,1,0,0,2,8,1
113,1,1,6,0,0,6,23,1
48,2,1,2,0,0,2,3,1
80,1,0,4,0,0,10,0,1
178,1,1,3,0,0,8,19,1
47,1,1,0,0,0,3,0,1
30,1,1,0,0,0,1,4,1
476,2,0,2,15,1,6,21,1
186,1,1,1,0,0,6,19,1
368,1,1,4,11,1,6,21,1
37,0,1,0,0,0,11,48,1
49,0,1,0,0,0,49,4,1
186,1,1,4,0,0,6,19,1
362,1,1,2,11,1,6,21,1
47,1,1,2,0,1,19,57,1
49,1,1,4,0,0,2,0,1
80,0,1,1,0,0,1,6,1
178,1,1,3,0,0,6,19,1
255,1,1,11,5,0,5,7,1
44,1,1,3,0,0,1,0,1
29,1,1,0,0,0,2,3,1
186,1,1,3,0,0,6,19,1
402,1,1,3,0,0,0,9,1
89,2,1,0,0,0,0,0,1
1068,1,1,1,4,0,0,10,1
48,1,1,2,0,0,0,10,1
27,1,1,0,0,0,2,3,1
62,1,1,1,0,0,0,6,1
25,1,1,0,0,0,0,5,1
151,0,1,2,0,0,30,12,1
38,1,1,0,0,0,5,12,1
80,1,1,0,0,0,105,19,1
186,1,1,2,0,0,6,19,1
197,1,1,2,0,1,6,22,1
36,1,1,0,1,0,2,2,1
85,2,1,1,0,0,1,3,1
186,1,1,1,0,0,6,25,1
442,2,1,1,1,0,0,10,1
20,0,1,0,0,0,1,4,1
45,1,1,2,0,0,3,0,1
167,2,1,0,0,0,2,4,1
85,2,1,1,0,0,2,10,1
60,1,1,1,0,0,1,5,1
481,2,0,3,15,1,6,21,1
56,0,0,2,0,0,3,0,1
84,1,1,0,0,0,4,36,1
84,1,1,0,0,0,4,36,1
37,0,1,0,0,0,101,3,1
29,1,0,0,0,0,0,0,1
60,1,1,1,0,0,2,11,1
181,0,1,1,0,0,2,10,1
54,0,1,0,2,1,0,1,1
43,1,1,1,0,0,3,0,1
50,1,1,1,0,0,2,0,1
201,1,1,2,0,0,6,19,1
94,2,1,0,0,0,0,5,1
42,1,1,2,0,0,0,3,1
44,0,1,1,0,1,0,0,1
201,1,1,1,0,0,9,19,1
84,1,1,0,0,0,4,36,1
367,1,1,2,11,1,6,21,1
85,2,1,1,0,0,1,5,1
184,1,1,3,0,0,6,19,1
85,2,1,1,0,0,1,5,1
185,1,1,1,0,0,6,19,1
186,1,1,1,0,0,7,19,1
47,1,1,0,0,0,3,0,1
85,2,1,1,0,0,1,5,1
83,2,1,0,0,0,2,8,1
186,1,1,3,0,0,6,19,1
85,2,1,1,0,0,2,3,1
186,1,1,3,0,0,6,19,1
54,0,1,0,2,0,26,34,1
26,0,1,1,0,0,133,35,1
45,0,0,1,0,0,0,0,1
85,2,1,1,0,0,2,0,1
56,0,1,1,0,0,0,1,1
24,1,1,0,0,0,0,5,1
186,1,1,2,0,0,8,19,1
648,1,1,1,32,1,6,10,1
85,2,1,1,0,0,2,3,1
47,0,0,1,0,0,2,0,1
78,1,1,1,0,0,1,4,1
3019,2,1,16,170,1,3,5,1
22,0,1,0,0,0,2,5,1
178,1,1,4,0,0,6,19,1
32,1,1,0,0,0,2,3,1
93,0,1,1,0,0,2,0,1
25,0,1,0,0,0,0,0,1
67,0,1,0,0,0,2,12,1
22,0,1,0,0,0,0,0,1
92,0,1,1,0,0,0,3,1
102,2,1,0,0,0,1,3,1
371,1,1,0,13,1,6,22,1
85,2,1,1,0,0,2,11,1
30,2,1,0,0,0,0,0,1
178,1,1,2,0,0,6,19,1
21,0,1,0,0,0,1,4,1
62,1,1,0,0,0,3,3,1
37,2,1,0,0,0,2,3,1
92,0,1,1,0,0,1,5,1
69,1,1,1,0,0,2,3,1
30,1,0,0,0,0,6,2,1
186,1,1,5,0,0,6,19,1
386,1,1,2,11,1,6,21,1
364,1,1,3,13,1,6,21,1
39,1,1,0,0,0,3,0,1
18,0,1,0,0,0,436,34,1
49,0,1,0,0,0,49,4,1
93,1,1,0,0,1,14,7,1
61,1,1,1,0,0,2,11,1
513,1,1,2,31,1,6,21,1
47,1,1,5,0,0,3,0,1
84,1,1,0,0,0,4,36,1
33,1,1,0,0,0,1,0,1
134,1,1,6,0,1,34,121,1
54,1,1,2,0,0,1,10,1
84,1,1,1,0,0,4,36,1
92,0,1,1,0,0,2,4,1
18,0,1,0,0,0,0,0,1
39,1,1,2,0,0,2,3,1
180,1,1,0,6,0,0,8,1
108,0,1,1,2,0,2,1,1
550,2,1,12,1,0,0,0,1
29,1,1,1,0,0,2,0,1
38,2,1,0,0,0,2,3,1
26,0,1,0,0,0,1,0,1
97,2,1,0,0,0,1,9,1
65,1,1,1,0,0,1,6,1
33,0,1,1,0,0,0,1,1
386,2,0,1,14,1,6,21,1
18,0,1,0,0,0,0,4,1
84,1,1,0,0,0,4,36,1
29,1,1,0,0,0,1,2,1
89,2,1,0,0,0,2,3,1
45,1,1,2,0,0,1,2,1
37,1,1,0,0,0,14,7,1
83,2,0,5,0,0,1,4,1
105,2,1,2,0,0,2,12,1
23,0,1,0,0,0,6,1,1
138,1,1,5,0,1,0,0,1
37,2,1,0,0,0,2,5,1
45,2,1,1,0,0,2,3,1
47,1,1,0,0,0,18,56,1
3019,2,1,16,170,1,3,5,1
92,0,1,1,0,0,1,5,1
121,0,1,1,0,0,6,1,1
366,1,1,1,11,1,6,22,1
63,1,1,1,0,0,0,3,1
97,2,1,0,0,0,5,0,1
384,1,1,3,13,1,6,21,1
186,1,1,1,0,0,9,19,1
31,1,1,1,0,0,3,3,1
32,1,1,0,0,0,0,1,1
31,0,1,0,0,0,236,56,1
52,1,0,0,0,0,0,0,1
112,0,1,1,0,0,2,3,1
388,1,1,0,11,1,6,21,1
97,2,1,0,0,0,1,5,1
51,1,1,1,0,0,0,0,1
201,1,1,2,0,0,8,19,1
84,1,1,1,0,0,4,36,1
46,1,0,0,0,0,0,0,1
85,2,1,1,0,0,2,3,1
368,1,1,0,13,1,6,22,1
65,1,1,0,0,0,0,2,1
39,1,1,1,0,0,15,44,1
249,1,1,3,0,0,7,19,1
49,0,1,0,0,0,49,4,1
42,1,1,2,0,1,1,0,1
35,1,1,1,0,0,2,5,1
85,2,1,1,0,0,1,4,1
92,0,1,1,0,0,0,3,1
42,0,1,2,0,0,2,5,1
64,1,1,1,0,0,1,7,1
20,0,1,0,0,0,8,21,1
85,2,1,1,0,0,2,3,1
115,0,1,0,0,0,14,14,1
85,2,1,1,0,0,2,3,1
40,1,1,6,0,0,6,3,1
58,1,1,1,0,0,0,3,1
43,1,1,0,0,0,2,1,1
89,2,1,0,0,0,0,0,1
85,2,1,1,0,0,1,7,1
